clientId,clientStatus,registrationDate,fullName,shortName,inn,kpp,ogrn,okpo,taxAgencyCode,legalAddress,postalAddress,regCountryCode,isForeign,economicSector,bankInfo,relations,contacts,userId,login,person.fullName,person.phone,person.email,userStartsAt,userEndsAt,sessionId,sessionTs,eventType,ipAddress.ip,ipAddress.port,ipAddress.ipType,userAgent,deviceId,geolocation,orderId,contractId,orderStatus,orderType,createdAt,confirmedAt,sender.clientId,sender.address,sender.contactPerson,receiver.clientId,receiver.address,receiver.contactPerson,routeFrom,routeTo,transitPoints,carrier.name,carrier.inn,flightNumber,vehicleNumber,awbNumber,cmrNumber,cargoDescription,cargoWeight,cargoVolume,cargoDangerClass,cargoSpecialConditions,insuranceInfo.policyNumber,insuranceInfo.amount,customsInfo.declarationNumber,customsInfo.brokerInn,estimatedDeliveryDate,actualDeliveryDate,trackingId,eventTs,statusCode,statusDescription,location.address,location.city,location.coordinates,operatorId,scannedDeviceId,paymentId,paymentTs,paymentType,paymentMethod,amount,currency,invoiceNumber,from.bankInfo,to.bankInfo,paymentStatus,externalPaymentId,ipAddress,conversationId,startsAt,endsAt,channel,messageId,messageTs,messageText,attachments,operatorLogin,relatedOrderId,ts,sourceIp,sourcePort,destinationIp,destinationPort,protocol,flag,bytesTransferred
ORG-021,ACTIVE,2024-04-26T20:28:56Z,"ООО ""Гарант Логистик""",Восток,2790623635,916329809,7433242974132,01097464,,"{""building"":""4"",""city"":""Казань"",""street"":""Победы""}","{""building"":""78"",""city"":""Казань"",""street"":""Ленина""}",RU,false,Логистика,"{""bankName"":""Газпромбанк"",""bik"":""044525823"",""correspondentAccount"":""30101854953749881"",""settlementAccount"":""40702823483430048""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Соколов Иван Петрович"",""inn"":""841144238099"",""position"":""Генеральный директор"",""role"":""PAYER""}]","[{""email"":""info21@example.ru"",""phone"":""+7 948 547-47-68""}]",USR-021,u.21@example.ru,Попов Владимир Александрович,+7 990 143-20-63,user21@example.ru,2024-08-04T20:28:56Z,,sess-570f7056,2026-07-04T20:28:56Z,LOGIN,12.143.211.51,19295,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),,"55.75,37.62",ORD-021,CNT-021,DELIVERED,AUTO,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-021,"Казань, Мира","Морозов Пётр Петрович, +7 970 379-88-79",ORG-1021,"Новосибирск, Победы","Кузнецов Алексей Петрович, +7 946 511-81-22",Казань,Екатеринбург,[],Волга Карго,0177010462,SU-613,А725ВС77,34124867822,87660546,Промышленное оборудование,7768.9,78.3,ADR 6,Температурный режим +2..+8,INS-021,381064,3617531861,7337048483,2026-07-07,2026-07-08,TRK-021,2026-07-04T20:28:56Z,DEPARTED,Груз прошёл таможенное оформление,"Казань, Ленина",Казань,,,,PAY-021,2026-07-03T20:28:56Z,INVOICE,CARD,116594.00,RUB,INV-021,"{""account"":""40802863297159750"",""bankName"":""Газпромбанк"",""bik"":""044525823"",""inn"":""2790623635""}","{""account"":""40702812951373404"",""bankName"":""Газпромбанк"",""bik"":""044525823""}",REFUNDED,EXT-c7739185,118.116.32.208,CONV-021,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-021,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-34d797.pdf""]",operator.2,ORD-021,2026-07-05T20:28:56Z,34.187.26.226,51127,10.0.225.72,443,UDP,,345977
ORG-022,ACTIVE,2024-04-26T20:28:56Z,"ООО ""Балтика Сервис""",Альфа,1211291844,373178095,4801716684014,62510240,2288,"{""building"":""36"",""city"":""Екатеринбург"",""street"":""Гагарина""}","{""building"":""121"",""city"":""Екатеринбург"",""street"":""Мира""}",RU,false,Логистика,"{""bankName"":""Сбербанк"",""bik"":""044525225"",""correspondentAccount"":""30101866819675265"",""settlementAccount"":""40702809716160570""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Смирнов Владимир Сергеевич"",""inn"":""868994232905"",""position"":""Генеральный директор"",""role"":""RECEIVER""}]","[{""email"":""info22@example.ru"",""phone"":""+7 924 499-37-55""}]",USR-022,u.22@example.ru,Сидоров Дмитрий Петрович,+7 978 999-77-11,user22@example.ru,2024-08-04T20:28:56Z,,sess-579f75f9,2026-07-04T20:28:56Z,PASSWORD_CHANGE,159.203.250.92,23995,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),,"55.75,37.62",ORD-022,CNT-022,CONFIRMED,INTERNATIONAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-022,"Екатеринбург, Советская","Смирнов Сергей Иванович, +7 959 327-53-39",ORG-1022,"Москва, Гагарина","Смирнов Алексей Петрович, +7 937 247-72-78",Екатеринбург,Казань,[],Сибирь Карго,5074133467,SU-394,А863ВС77,86826578731,,Промышленное оборудование,1997.1,17.3,ADR 4,Температурный режим +2..+8,INS-022,374629,0486367548,2426260840,2026-07-07,2026-07-08,TRK-022,2026-07-04T20:28:56Z,DEPARTED,Груз прошёл таможенное оформление,"Екатеринбург, Гагарина",Екатеринбург,"55.75,37.62",OP-25,scn-b5cad2,PAY-022,2026-07-03T20:28:56Z,PREPAYMENT,CARD,376360.00,RUB,INV-022,"{""account"":""40802826122600511"",""bankName"":""Сбербанк"",""bik"":""044525225"",""inn"":""1211291844""}","{""account"":""40702828892794810"",""bankName"":""Газпромбанк"",""bik"":""044525823""}",REFUNDED,EXT-a02238ff,212.80.193.74,CONV-022,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,PHONE,MSG-022,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-633d4b.pdf""]",operator.13,ORD-022,2026-07-05T20:28:56Z,193.213.243.142,23949,10.0.115.5,443,TCP,,226851
ORG-023,ACTIVE,2024-04-26T20:28:56Z,"ООО ""Сибирь Транс""",Гарант,6028134325,863915720,7415195993425,,,"{""building"":""48"",""city"":""Ростов-на-Дону"",""street"":""Гагарина""}","{""building"":""68"",""city"":""Ростов-на-Дону"",""street"":""Ленина""}",RU,false,Логистика,"{""bankName"":""ВТБ"",""bik"":""044525187"",""correspondentAccount"":""30101854700424201"",""settlementAccount"":""40702859954085581""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Попов Пётр Петрович"",""inn"":""445274268285"",""position"":""Генеральный директор"",""role"":""SENDER""}]","[{""email"":""info23@example.ru"",""phone"":""+7 989 647-25-37""}]",USR-023,u.23@example.ru,Иванов Пётр Александрович,+7 923 943-20-87,user23@example.ru,2024-08-04T20:28:56Z,,sess-4810f3d7,2026-07-04T20:28:56Z,PASSWORD_CHANGE,114.124.56.66,8224,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-443220,"55.75,37.62",ORD-023,CNT-023,CANCELLED,AIR,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-023,"Ростов-на-Дону, Победы","Морозов Иван Сергеевич, +7 970 132-50-54",ORG-1023,"Санкт-Петербург, Центральная","Иванов Дмитрий Николаевич, +7 963 727-18-48",Ростов-на-Дону,Уфа,[],Восток Карго,2499563316,SU-204,А606ВС77,,59027258,Промышленное оборудование,9284.4,87.2,ADR 6,Температурный режим +2..+8,INS-023,340517,1105833511,7105360686,2026-07-07,2026-07-08,TRK-023,2026-07-04T20:28:56Z,DELIVERED,Груз прошёл таможенное оформление,"Ростов-на-Дону, Гагарина",Ростов-на-Дону,"55.75,37.62",OP-10,scn-9c1d02,PAY-023,2026-07-03T20:28:56Z,PREPAYMENT,BANK_TRANSFER,375005.00,RUB,INV-023,"{""account"":""40802877067297045"",""bankName"":""ВТБ"",""bik"":""044525187"",""inn"":""6028134325""}","{""account"":""40702885225811229"",""bankName"":""Газпромбанк"",""bik"":""044525823""}",REFUNDED,EXT-11f45625,125.24.222.8,CONV-023,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-023,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-e3fc81.pdf""]",,ORD-023,2026-07-05T20:28:56Z,219.251.56.226,50684,10.0.36.46,443,UDP,FIN,250685
ORG-024,ARCHIVED,2024-04-26T20:28:56Z,"ООО ""Гарант Транс""",Кама,4070537186,315230289,7130622763196,55018120,8737,"{""building"":""144"",""city"":""Новосибирск"",""street"":""Советская""}",,RU,false,Логистика,"{""bankName"":""Газпромбанк"",""bik"":""044525823"",""correspondentAccount"":""30101895699615922"",""settlementAccount"":""40702837674264513""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Попов Дмитрий Николаевич"",""inn"":""151390013757"",""position"":""Генеральный директор"",""role"":""PAYER""}]","[{""email"":""info24@example.ru"",""phone"":""+7 978 286-28-74""}]",USR-024,u.24@example.ru,Соколов Пётр Сергеевич,+7 966 409-84-37,user24@example.ru,2024-08-04T20:28:56Z,,sess-92ee8270,2026-07-04T20:28:56Z,LOGOUT,81.241.231.99,44912,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-759988,,ORD-024,CNT-024,DELIVERED,INTERNATIONAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-024,"Новосибирск, Советская","Морозов Дмитрий Николаевич, +7 930 223-81-96",ORG-1024,"Санкт-Петербург, Гагарина","Попов Пётр Сергеевич, +7 920 330-14-49",Новосибирск,Москва,[],Восток Карго,3131259174,SU-956,А753ВС77,78280001705,64325721,Промышленное оборудование,16262.5,15.0,ADR 1,Температурный режим +2..+8,INS-024,,7062789425,2394930021,2026-07-07,2026-07-08,TRK-024,2026-07-04T20:28:56Z,WAREHOUSE_IN,Груз прошёл таможенное оформление,"Новосибирск, Гагарина",Новосибирск,"55.75,37.62",OP-12,scn-01e18d,PAY-024,2026-07-03T20:28:56Z,INVOICE,BANK_TRANSFER,135431.00,RUB,INV-024,"{""account"":""40802862330651092"",""bankName"":""Газпромбанк"",""bik"":""044525823"",""inn"":""4070537186""}","{""account"":""40702803556284483"",""bankName"":""Сбербанк"",""bik"":""044525225""}",CONFIRMED,EXT-7e715c05,71.26.155.60,CONV-024,2026-06-30T20:28:56Z,,MESSENGER,MSG-024,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-845759.pdf""]",operator.8,,2026-07-05T20:28:56Z,140.142.27.120,47666,10.0.134.68,443,TCP,SYN,406302
ORG-025,ARCHIVED,2024-04-26T20:28:56Z,"ООО ""Восток Транс""",Прогресс,1966399506,201770757,1633778362821,93177420,6780,"{""building"":""46"",""city"":""Санкт-Петербург"",""street"":""Гагарина""}","{""building"":""93"",""city"":""Санкт-Петербург"",""street"":""Гагарина""}",RU,false,Логистика,"{""bankName"":""Сбербанк"",""bik"":""044525225"",""correspondentAccount"":""30101846357581313"",""settlementAccount"":""40702848485851140""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Сидоров Александр Иванович"",""inn"":""518888191495"",""position"":""Генеральный директор"",""role"":""PAYER""}]","[{""email"":""info25@example.ru"",""phone"":""+7 921 726-17-96""}]",USR-025,u.25@example.ru,Иванов Александр Иванович,+7 968 342-91-63,user25@example.ru,2024-08-04T20:28:56Z,,sess-adce5224,2026-07-04T20:28:56Z,LOGOUT,34.233.67.242,25803,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-720945,,ORD-025,CNT-025,DELIVERED,AUTO,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-025,"Санкт-Петербург, Советская","Смирнов Александр Александрович, +7 928 679-70-90",ORG-1025,"Санкт-Петербург, Гагарина","Попов Николай Николаевич, +7 967 582-87-89",Санкт-Петербург,Екатеринбург,"[""Уфа""]",Альфа Карго,3755947765,SU-563,А605ВС77,07514363985,54814512,Промышленное оборудование,19149.2,59.8,ADR 4,Температурный режим +2..+8,INS-025,,7653474630,1545654945,2026-07-07,2026-07-08,TRK-025,2026-07-04T20:28:56Z,ARRIVED,,"Санкт-Петербург, Мира",Санкт-Петербург,,OP-18,scn-c381cd,PAY-025,2026-07-03T20:28:56Z,PREPAYMENT,BANK_TRANSFER,17285.00,RUB,INV-025,"{""account"":""40802841111860655"",""bankName"":""Сбербанк"",""bik"":""044525225"",""inn"":""1966399506""}","{""account"":""40702860235101170"",""bankName"":""ВТБ"",""bik"":""044525187""}",CONFIRMED,,7.238.162.141,CONV-025,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-025,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-ba8578.pdf""]",operator.16,ORD-025,2026-07-05T20:28:56Z,78.173.40.232,4341,10.0.156.61,443,UDP,SYN,185193
ORG-026,ARCHIVED,2024-04-26T20:28:56Z,"ООО ""Восток Cargo""",Сибирь,5598004918,051442429,7263327187198,15773919,2975,"{""building"":""147"",""city"":""Екатеринбург"",""street"":""Гагарина""}","{""building"":""68"",""city"":""Екатеринбург"",""street"":""Победы""}",RU,false,Логистика,"{""bankName"":""Газпромбанк"",""bik"":""044525823"",""correspondentAccount"":""30101852223920477"",""settlementAccount"":""40702887584713629""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Петров Владимир Сергеевич"",""inn"":""383691548300"",""position"":""Генеральный директор"",""role"":""RECEIVER""}]","[{""email"":""info26@example.ru"",""phone"":""+7 994 952-89-95""}]",USR-026,u.26@example.ru,Попов Александр Петрович,+7 995 769-54-28,user26@example.ru,2024-08-04T20:28:56Z,,sess-420aef34,2026-07-04T20:28:56Z,LOGOUT,143.67.177.156,17818,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-1be7e4,"55.75,37.62",ORD-026,CNT-026,IN_TRANSIT,INTERNATIONAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-026,"Екатеринбург, Ленина","Попов Александр Николаевич, +7 940 731-37-31",ORG-1026,"Казань, Центральная","Сидоров Александр Сергеевич, +7 962 205-87-25",Екатеринбург,Самара,"[""Уфа""]",Меридиан Карго,6891626490,SU-921,А874ВС77,08898572921,,Промышленное оборудование,18694.0,,ADR 7,Температурный режим +2..+8,INS-026,79582,0586193280,9786558657,2026-07-07,2026-07-08,TRK-026,2026-07-04T20:28:56Z,DEPARTED,Груз прошёл таможенное оформление,"Екатеринбург, Ленина",Екатеринбург,,OP-37,,PAY-026,2026-07-03T20:28:56Z,PREPAYMENT,ACCOUNT_DEBIT,454119.00,RUB,INV-026,"{""account"":""40802872768921692"",""bankName"":""Газпромбанк"",""bik"":""044525823"",""inn"":""5598004918""}","{""account"":""40702877195875448"",""bankName"":""Альфа-Банк"",""bik"":""044525593""}",REFUNDED,EXT-1f4329f3,178.82.25.3,CONV-026,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-026,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.",[],,ORD-026,2026-07-05T20:28:56Z,84.69.220.49,4437,10.0.152.225,443,UDP,FIN,337677
ORG-027,ARCHIVED,2024-04-26T20:28:56Z,"ООО ""Балтика Сервис""",Сибирь,9390880950,807560908,8327577620103,32311263,0672,"{""building"":""9"",""city"":""Уфа"",""street"":""Мира""}","{""building"":""41"",""city"":""Уфа"",""street"":""Победы""}",RU,false,,"{""bankName"":""Газпромбанк"",""bik"":""044525823"",""correspondentAccount"":""30101839625889084"",""settlementAccount"":""40702805843701467""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Морозов Пётр Петрович"",""inn"":""950631715435"",""position"":""Генеральный директор"",""role"":""RECEIVER""}]","[{""email"":""info27@example.ru"",""phone"":""+7 926 979-54-59""}]",USR-027,u.27@example.ru,Морозов Алексей Петрович,+7 961 819-64-74,user27@example.ru,2024-08-04T20:28:56Z,,sess-30308b71,2026-07-04T20:28:56Z,PASSWORD_CHANGE,115.125.150.235,56068,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-6f5309,,ORD-027,CNT-027,IN_TRANSIT,MULTIMODAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-027,"Уфа, Ленина","Морозов Дмитрий Александрович, +7 934 253-64-10",ORG-1027,"Санкт-Петербург, Гагарина","Петров Пётр Александрович, +7 944 339-96-16",Уфа,Уфа,"[""Уфа"",""Новосибирск""]",Балтика Карго,2183703409,,,38637729242,26142651,Промышленное оборудование,11902.6,,ADR 6,Температурный режим +2..+8,,,,4510640433,2026-07-07,2026-07-08,TRK-027,2026-07-04T20:28:56Z,DEPARTED,Груз прошёл таможенное оформление,"Уфа, Мира",Уфа,"55.75,37.62",OP-16,scn-eaf893,PAY-027,2026-07-03T20:28:56Z,POSTPAYMENT,CARD,491322.00,RUB,INV-027,"{""account"":""40802856124423972"",""bankName"":""Газпромбанк"",""bik"":""044525823"",""inn"":""9390880950""}","{""account"":""40702891916894525"",""bankName"":""Альфа-Банк"",""bik"":""044525593""}",PENDING,EXT-a077db12,12.112.113.192,CONV-027,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,EMAIL,MSG-027,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.",[],operator.17,ORD-027,2026-07-05T20:28:56Z,172.56.82.83,28007,10.0.156.202,443,UDP,SYN,152541
ORG-028,BLOCKED,2024-04-26T20:28:56Z,"ООО ""Альфа Сервис""",,3240844661,941966341,2071119529176,99474815,6686,"{""building"":""124"",""city"":""Новосибирск"",""street"":""Советская""}","{""building"":""81"",""city"":""Новосибирск"",""street"":""Советская""}",RU,false,Логистика,"{""bankName"":""Сбербанк"",""bik"":""044525225"",""correspondentAccount"":""30101884196156335"",""settlementAccount"":""40702828101724570""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Морозов Николай Иванович"",""inn"":""608785709880"",""position"":""Генеральный директор"",""role"":""PAYER""}]","[{""email"":""info28@example.ru"",""phone"":""+7 989 512-72-18""}]",USR-028,u.28@example.ru,Попов Владимир Петрович,+7 989 111-14-91,user28@example.ru,2024-08-04T20:28:56Z,,sess-442e5c52,2026-07-04T20:28:56Z,LOGOUT,178.227.10.194,1675,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),,,ORD-028,CNT-028,DELIVERED,INTERNATIONAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-028,"Новосибирск, Центральная","Морозов Сергей Александрович, +7 999 760-18-42",ORG-1028,"Ростов-на-Дону, Центральная","Сидоров Алексей Иванович, +7 961 863-92-99",Новосибирск,Ростов-на-Дону,[],Балтика Карго,0293860119,,А315ВС77,47056126657,,Промышленное оборудование,3450.7,48.8,ADR 9,Температурный режим +2..+8,INS-028,,1183124659,0044955497,2026-07-07,2026-07-08,TRK-028,2026-07-04T20:28:56Z,ARRIVED,Груз прошёл таможенное оформление,"Новосибирск, Мира",Новосибирск,"55.75,37.62",OP-8,scn-0a9e72,PAY-028,2026-07-03T20:28:56Z,INVOICE,ACCOUNT_DEBIT,494238.00,RUB,INV-028,"{""account"":""40802861159749651"",""bankName"":""Сбербанк"",""bik"":""044525225"",""inn"":""3240844661""}","{""account"":""40702864811237807"",""bankName"":""Сбербанк"",""bik"":""044525225""}",PENDING,EXT-e5092c93,189.13.2.9,CONV-028,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-028,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-fa1797.pdf""]",operator.20,ORD-028,2026-07-05T20:28:56Z,179.118.27.31,57152,10.0.110.45,443,UDP,FIN,446015
ORG-029,BLOCKED,2024-04-26T20:28:56Z,"ООО ""Гарант Групп""",Балтика,9962270675,663729164,2609029601426,90478408,,"{""building"":""149"",""city"":""Екатеринбург"",""street"":""Ленина""}","{""building"":""61"",""city"":""Екатеринбург"",""street"":""Гагарина""}",RU,false,Логистика,"{""bankName"":""Альфа-Банк"",""bik"":""044525593"",""correspondentAccount"":""30101837829814227"",""settlementAccount"":""40702817612768283""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Смирнов Дмитрий Иванович"",""inn"":""087531499574"",""position"":""Генеральный директор"",""role"":""RECEIVER""}]","[{""email"":""info29@example.ru"",""phone"":""+7 913 373-70-22""}]",USR-029,u.29@example.ru,Иванов Иван Александрович,+7 937 753-86-17,user29@example.ru,2024-08-04T20:28:56Z,,sess-69cd5176,2026-07-04T20:28:56Z,LOGOUT,160.82.201.215,41137,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-f25af6,"55.75,37.62",ORD-029,CNT-029,CANCELLED,AIR,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-029,"Екатеринбург, Гагарина","Кузнецов Иван Николаевич, +7 996 101-52-33",ORG-1029,"Санкт-Петербург, Мира","Попов Сергей Иванович, +7 956 100-89-88",Екатеринбург,Новосибирск,"[""Новосибирск"",""Самара""]",Прогресс Карго,5029489900,SU-378,А994ВС77,71923706872,,Промышленное оборудование,737.3,28.9,ADR 7,Температурный режим +2..+8,INS-029,205634,0167875264,,2026-07-07,2026-07-08,TRK-029,2026-07-04T20:28:56Z,DEPARTED,,"Екатеринбург, Победы",Екатеринбург,"55.75,37.62",OP-25,,PAY-029,2026-07-03T20:28:56Z,INVOICE,ACCOUNT_DEBIT,455218.00,RUB,INV-029,"{""account"":""40802803384393127"",""bankName"":""Альфа-Банк"",""bik"":""044525593"",""inn"":""9962270675""}","{""account"":""40702892420325525"",""bankName"":""Сбербанк"",""bik"":""044525225""}",REFUNDED,EXT-d669071e,199.230.206.45,CONV-029,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,MESSENGER,MSG-029,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-31e409.pdf""]",,ORD-029,2026-07-05T20:28:56Z,65.162.9.131,43174,10.0.149.4,443,TCP,SYN,484836
ORG-030,BLOCKED,2024-04-26T20:28:56Z,"ООО ""Кама Сервис""",Феникс,8580819730,069850447,5121788784013,40584835,6057,"{""building"":""74"",""city"":""Санкт-Петербург"",""street"":""Гагарина""}","{""building"":""103"",""city"":""Санкт-Петербург"",""street"":""Центральная""}",RU,false,Логистика,"{""bankName"":""Альфа-Банк"",""bik"":""044525593"",""correspondentAccount"":""30101817031391662"",""settlementAccount"":""40702828017904457""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Петров Владимир Петрович"",""inn"":""715591773195"",""position"":""Генеральный директор"",""role"":""SENDER""}]","[{""email"":""info30@example.ru"",""phone"":""+7 958 651-21-38""}]",USR-030,u.30@example.ru,Кузнецов Николай Александрович,+7 935 983-42-74,user30@example.ru,2024-08-04T20:28:56Z,,sess-4fca72b8,2026-07-04T20:28:56Z,LOGIN,187.71.102.230,9008,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-2b5306,"55.75,37.62",ORD-030,CNT-030,CREATED,MULTIMODAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-030,"Санкт-Петербург, Центральная","Иванов Алексей Петрович, +7 926 800-31-93",ORG-1030,"Уфа, Победы","Петров Иван Николаевич, +7 990 976-95-86",Санкт-Петербург,Самара,"[""Казань"",""Самара""]",Восток Карго,9175515617,,,77326106853,,Промышленное оборудование,18978.3,,ADR 5,Температурный режим +2..+8,INS-030,,5679153403,6278007140,2026-07-07,2026-07-08,TRK-030,2026-07-04T20:28:56Z,PICKUP,Груз прошёл таможенное оформление,"Санкт-Петербург, Советская",Санкт-Петербург,"55.75,37.62",OP-45,scn-bcf0a5,PAY-030,2026-07-03T20:28:56Z,POSTPAYMENT,BANK_TRANSFER,270905.00,RUB,INV-030,"{""account"":""40802868061861128"",""bankName"":""Альфа-Банк"",""bik"":""044525593"",""inn"":""8580819730""}","{""account"":""40702880663558161"",""bankName"":""Альфа-Банк"",""bik"":""044525593""}",FAILED,EXT-21099372,8.166.209.115,CONV-030,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,CHAT_LK,MSG-030,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-d55b4f.pdf""]",operator.8,ORD-030,2026-07-05T20:28:56Z,215.79.123.180,16569,10.0.23.246,443,TCP,,452343
ORG-031,ACTIVE,2024-04-26T20:28:56Z,"ООО ""Альфа Cargo""",Сибирь,1690391193,523712776,6660657003126,22097260,0793,"{""building"":""71"",""city"":""Самара"",""street"":""Победы""}","{""building"":""67"",""city"":""Самара"",""street"":""Победы""}",RU,false,Логистика,"{""bankName"":""ВТБ"",""bik"":""044525187"",""correspondentAccount"":""30101882907258209"",""settlementAccount"":""40702832184096527""}","[{""dateBegin"":""2025-05-31"",""dateEnd"":null,""fullName"":""Соколов Сергей Иванович"",""inn"":""311559574561"",""position"":""Генеральный директор"",""role"":""SENDER""}]","[{""email"":""info31@example.ru"",""phone"":""+7 935 894-84-30""}]",USR-031,u.31@example.ru,Петров Сергей Сергеевич,+7 926 271-48-49,user31@example.ru,2024-08-04T20:28:56Z,,sess-ae92a716,2026-07-04T20:28:56Z,PASSWORD_CHANGE,130.167.242.146,14399,IPv4,Mozilla/5.0 (compatible; CopmFake/1.0),dev-c406e0,"55.75,37.62",ORD-031,CNT-031,IN_TRANSIT,INTERNATIONAL,2026-06-05T20:28:56Z,2026-06-06T20:28:56Z,ORG-031,"Самара, Мира","Кузнецов Владимир Сергеевич, +7 932 351-24-15",ORG-1031,"Москва, Гагарина","Петров Владимир Иванович, +7 972 707-24-97",Самара,Уфа,"[""Казань"",""Уфа""]",Балтика Карго,0783587372,SU-636,А769ВС77,03521233220,05498809,Промышленное оборудование,12790.0,51.4,ADR 6,Температурный режим +2..+8,,,3609794452,4771394144,2026-07-07,2026-07-08,TRK-031,2026-07-04T20:28:56Z,DELIVERED,Груз прошёл таможенное оформление,"Самара, Гагарина",Самара,,OP-49,scn-b7bcc9,PAY-031,2026-07-03T20:28:56Z,POSTPAYMENT,BANK_TRANSFER,109237.00,RUB,INV-031,"{""account"":""40802839622509750"",""bankName"":""ВТБ"",""bik"":""044525187"",""inn"":""1690391193""}","{""account"":""40702880194241398"",""bankName"":""Газпромбанк"",""bik"":""044525823""}",PENDING,EXT-30ad19c3,146.228.236.205,CONV-031,2026-06-30T20:28:56Z,2026-07-01T20:28:56Z,CHAT_LK,MSG-031,2026-07-01T20:28:56Z,"Добрый день! Уточните, пожалуйста, статус заявки.","[""https://files.example.ru/doc-90aebf.pdf""]",operator.13,ORD-031,2026-07-05T20:28:56Z,144.186.158.31,47679,10.0.243.24,443,UDP,SYN,424783
